scenario,condition,call,sequence_length,position_in_forward,coordinates_before,coordinates_after,target_gap,target_gap_error,all_position_patch_norms,next_block_input_exact,absolute_position,input_token_id,predicted_token_id
syco_bullshit_v2_leg_pnf_01,persistent_minus,61,1,0,"[-1.4851229190826416, -0.27058175206184387]","[-4.656994342803955, 2.899090528488159]",-7.5542134046554565,0.0018711090087890625,[3.8630592823028564],True,115,58764,421
syco_bullshit_v2_leg_pnf_01,persistent_minus,62,1,0,"[-1.5961568355560303, -0.0321386381983757]","[-4.590681552886963, 2.963890790939331]",-7.5542134046554565,0.00035858154296875,[3.6492230892181396],True,116,421,635
syco_bullshit_v2_leg_pnf_01,persistent_minus,63,1,0,"[-1.0895848274230957, -0.1557149738073349]","[-4.404427528381348, 3.1536827087402344]",-7.5542134046554565,0.0038967132568359375,[4.035261631011963],True,117,635,524
syco_bullshit_v2_leg_pnf_01,persistent_minus,64,1,0,"[-1.4426392316818237, -0.4311405420303345]","[-4.710944652557373, 2.8404860496520996]",-7.5542134046554565,0.0027828216552734375,[3.9838907718658447],True,118,524,2534
syco_bullshit_v2_leg_pnf_01,persistent_minus,65,1,0,"[-1.7574679851531982, -0.07454971969127655]","[-4.695839881896973, 2.862177848815918]",-7.5542134046554565,0.0038042068481445312,[3.578909397125244],True,119,2534,279
syco_bullshit_v2_leg_pnf_01,persistent_minus,66,1,0,"[-1.6987345218658447, -0.15464620292186737]","[-4.702883243560791, 2.8516316413879395]",-7.5542134046554565,0.000301361083984375,[3.6613235473632812],True,120,279,6007
syco_bullshit_v2_leg_pnf_01,persistent_minus,67,1,0,"[-1.6989243030548096, -0.25878798961639404]","[-4.752609729766846, 2.7998156547546387]",-7.5542134046554565,0.0017881393432617188,[3.723393678665161],True,121,6007,9052
syco_bullshit_v2_leg_pnf_01,persistent_minus,68,1,0,"[-1.3039194345474243, -0.5654042959213257]","[-4.712430000305176, 2.84236216545105]",-7.5542134046554565,0.0005788803100585938,[4.152221202850342],True,122,9052,14832
syco_bullshit_v2_leg_pnf_01,persistent_minus,69,1,0,"[-1.6362935304641724, -0.06981240212917328]","[-4.630285739898682, 2.9247891902923584]",-7.5542134046554565,0.0008611679077148438,[3.6480495929718018],True,123,14832,13
syco_bullshit_v2_leg_pnf_01,persistent_minus,70,1,0,"[-1.3004556894302368, -0.2624815106391907]","[-4.556279182434082, 2.9965953826904297]",-7.5542134046554565,0.001338958740234375,[3.9686403274536133],True,124,13,248046
syco_bullshit_v2_leg_pnf_01,persistent_minus,71,1,0,"[-0.9112541079521179, -0.26549533009529114]","[-4.364165306091309, 3.188295841217041]",-7.5542134046554565,0.0017523765563964844,[4.207287788391113],True,125,248046,198
syco_bullshit_v2_leg_pnf_01,persistent_minus,72,1,0,"[-1.6816773414611816, -0.4059857428073883]","[-4.823657512664795, 2.732815980911255]",-7.5542134046554565,0.0022602081298828125,[3.8260161876678467],True,126,198,248044
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,0,72,71,"[-1.484957218170166, 0.5203645825386047]","[-1.484957218170166, 0.5203645825386047]",-7.5542134046554565,5.548892021179199,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,71,271,2665
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,1,1,0,"[-1.1500300168991089, -0.19060105085372925]","[-1.1500300168991089, -0.19060105085372925]",-7.5542134046554565,6.594784736633301,[0.0],True,72,2665,11
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,2,1,0,"[-1.85128653049469, -0.10189232230186462]","[-1.85128653049469, -0.10189232230186462]",-7.5542134046554565,5.804819107055664,[0.0],True,73,11,3922
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,3,1,0,"[-1.7525367736816406, -0.7047159075737]","[-1.7525367736816406, -0.7047159075737]",-7.5542134046554565,6.506392478942871,[0.0],True,74,3922,3295
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,4,1,0,"[-1.7521201372146606, -0.45097625255584717]","[-1.7521201372146606, -0.45097625255584717]",-7.5542134046554565,6.253069877624512,[0.0],True,75,3295,17690
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,5,1,0,"[-1.0985876321792603, -0.2263413369655609]","[-1.0985876321792603, -0.2263413369655609]",-7.5542134046554565,6.681967258453369,[0.0],True,76,17690,11524
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,6,1,0,"[-1.3702980279922485, -0.3860824704170227]","[-1.3702980279922485, -0.3860824704170227]",-7.5542134046554565,6.569997787475586,[0.0],True,77,11524,17775
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,7,1,0,"[-1.2628182172775269, -0.39916375279426575]","[-1.2628182172775269, -0.39916375279426575]",-7.5542134046554565,6.690558910369873,[0.0],True,78,17775,369
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,8,1,0,"[-1.4699121713638306, -0.49828970432281494]","[-1.4699121713638306, -0.49828970432281494]",-7.5542134046554565,6.5825910568237305,[0.0],True,79,369,10813
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,9,1,0,"[-1.1319149732589722, -0.49024808406829834]","[-1.1319149732589722, -0.49024808406829834]",-7.5542134046554565,6.912546634674072,[0.0],True,80,10813,1429
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,10,1,0,"[-1.4073140621185303, -0.7895500063896179]","[-1.4073140621185303, -0.7895500063896179]",-7.5542134046554565,6.9364495277404785,[0.0],True,81,1429,310
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,11,1,0,"[-1.571517825126648, -0.7452153563499451]","[-1.571517825126648, -0.7452153563499451]",-7.5542134046554565,6.727910995483398,[0.0],True,82,310,6420
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,12,1,0,"[-1.4023070335388184, -0.7047456502914429]","[-1.4023070335388184, -0.7047456502914429]",-7.5542134046554565,6.85665225982666,[0.0],True,83,6420,6149
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,13,1,0,"[-1.4088575839996338, -0.1946295201778412]","[-1.4088575839996338, -0.1946295201778412]",-7.5542134046554565,6.339985370635986,[0.0],True,84,6149,56040
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,14,1,0,"[-1.4747450351715088, -0.25601738691329956]","[-1.4747450351715088, -0.25601738691329956]",-7.5542134046554565,6.335485935211182,[0.0],True,85,56040,2785
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,15,1,0,"[-1.4146621227264404, -0.5325441360473633]","[-1.4146621227264404, -0.5325441360473633]",-7.5542134046554565,6.67209529876709,[0.0],True,86,2785,264
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,16,1,0,"[-1.780925989151001, -0.5278887748718262]","[-1.780925989151001, -0.5278887748718262]",-7.5542134046554565,6.301176071166992,[0.0],True,87,264,3074
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,17,1,0,"[-1.2132153511047363, -0.4818058907985687]","[-1.2132153511047363, -0.4818058907985687]",-7.5542134046554565,6.822803974151611,[0.0],True,88,3074,59056
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,18,1,0,"[-0.8704811334609985, -0.23656651377677917]","[-0.8704811334609985, -0.23656651377677917]",-7.5542134046554565,6.920299053192139,[0.0],True,89,59056,2193
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,19,1,0,"[-1.179719090461731, -0.45781099796295166]","[-1.179719090461731, -0.45781099796295166]",-7.5542134046554565,6.832305431365967,[0.0],True,90,2193,4598
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,20,1,0,"[-0.6974453330039978, -0.44694775342941284]","[-0.6974453330039978, -0.44694775342941284]",-7.5542134046554565,7.303715705871582,[0.0],True,91,4598,1056
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,21,1,0,"[-1.3973833322525024, -0.7515406608581543]","[-1.3973833322525024, -0.7515406608581543]",-7.5542134046554565,6.9083709716796875,[0.0],True,92,1056,310
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,22,1,0,"[-1.6380195617675781, -0.9145801663398743]","[-1.6380195617675781, -0.9145801663398743]",-7.5542134046554565,6.830774307250977,[0.0],True,93,310,7995
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,23,1,0,"[-1.6213297843933105, -0.6556711792945862]","[-1.6213297843933105, -0.6556711792945862]",-7.5542134046554565,6.588554859161377,[0.0],True,94,7995,948
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,24,1,0,"[-1.101291298866272, -0.4415815770626068]","[-1.101291298866272, -0.4415815770626068]",-7.5542134046554565,6.894503593444824,[0.0],True,95,948,310
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,25,1,0,"[-1.4298516511917114, -0.6366365551948547]","[-1.4298516511917114, -0.6366365551948547]",-7.5542134046554565,6.760998249053955,[0.0],True,96,310,1791
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,26,1,0,"[-1.1310787200927734, -0.5957415103912354]","[-1.1310787200927734, -0.5957415103912354]",-7.5542134046554565,7.018876075744629,[0.0],True,97,1791,264
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,27,1,0,"[-1.6371357440948486, -0.3838425278663635]","[-1.6371357440948486, -0.3838425278663635]",-7.5542134046554565,6.300920486450195,[0.0],True,98,264,491
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,28,1,0,"[-1.587276577949524, -0.37018245458602905]","[-1.587276577949524, -0.37018245458602905]",-7.5542134046554565,6.337119102478027,[0.0],True,99,491,799
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,29,1,0,"[-1.6899323463439941, -0.4948313236236572]","[-1.6899323463439941, -0.4948313236236572]",-7.5542134046554565,6.359112739562988,[0.0],True,100,799,13
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,30,1,0,"[-1.331171989440918, 0.12859252095222473]","[-1.331171989440918, 0.12859252095222473]",-7.5542134046554565,6.094449043273926,[0.0],True,101,13,5788
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,31,1,0,"[-1.7431130409240723, -0.5092767477035522]","[-1.7431130409240723, -0.5092767477035522]",-7.5542134046554565,6.320377349853516,[0.0],True,102,5788,1496
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,32,1,0,"[-1.4181652069091797, -0.1515754908323288]","[-1.4181652069091797, -0.1515754908323288]",-7.5542134046554565,6.287623882293701,[0.0],True,103,1496,56040
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,33,1,0,"[-1.311851978302002, -0.1434386968612671]","[-1.311851978302002, -0.1434386968612671]",-7.5542134046554565,6.385800361633301,[0.0],True,104,56040,11857
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,34,1,0,"[-1.6497961282730103, -0.15900897979736328]","[-1.6497961282730103, -0.15900897979736328]",-7.5542134046554565,6.063426494598389,[0.0],True,105,11857,2493
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,35,1,0,"[-1.1451339721679688, -0.3687594532966614]","[-1.1451339721679688, -0.3687594532966614]",-7.5542134046554565,6.777839183807373,[0.0],True,106,2493,12832
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,36,1,0,"[-1.3110986948013306, -0.3708433508872986]","[-1.3110986948013306, -0.3708433508872986]",-7.5542134046554565,6.613958358764648,[0.0],True,107,12832,264
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,37,1,0,"[-1.4718985557556152, -0.2842581570148468]","[-1.4718985557556152, -0.2842581570148468]",-7.5542134046554565,6.366573333740234,[0.0],True,108,264,2193
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,38,1,0,"[-1.3380310535430908, -0.19050608575344086]","[-1.3380310535430908, -0.19050608575344086]",-7.5542134046554565,6.406688690185547,[0.0],True,109,2193,369
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,39,1,0,"[-1.287711501121521, -0.21331873536109924]","[-1.287711501121521, -0.21331873536109924]",-7.5542134046554565,6.479820728302002,[0.0],True,110,369,10141
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,40,1,0,"[-1.3418816328048706, -0.45345309376716614]","[-1.3418816328048706, -0.45345309376716614]",-7.5542134046554565,6.66578483581543,[0.0],True,111,10141,2166
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,41,1,0,"[-1.3318568468093872, -0.3513143062591553]","[-1.3318568468093872, -0.3513143062591553]",-7.5542134046554565,6.573670864105225,[0.0],True,112,2166,6150
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,42,1,0,"[-1.1602495908737183, -0.5693862438201904]","[-1.1602495908737183, -0.5693862438201904]",-7.5542134046554565,6.963350296020508,[0.0],True,113,6150,11
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,43,1,0,"[-1.5630179643630981, -0.4039961099624634]","[-1.5630179643630981, -0.4039961099624634]",-7.5542134046554565,6.395191669464111,[0.0],True,114,11,279
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,44,1,0,"[-1.7766673564910889, -0.5778506398200989]","[-1.7766673564910889, -0.5778506398200989]",-7.5542134046554565,6.355396747589111,[0.0],True,115,279,5307
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,45,1,0,"[-1.2159982919692993, -0.462776243686676]","[-1.2159982919692993, -0.462776243686676]",-7.5542134046554565,6.800991535186768,[0.0],True,116,5307,310
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,46,1,0,"[-1.9175829887390137, -0.5803160667419434]","[-1.9175829887390137, -0.5803160667419434]",-7.5542134046554565,6.216946601867676,[0.0],True,117,310,8385
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,47,1,0,"[-1.3927983045578003, -0.4038084149360657]","[-1.3927983045578003, -0.4038084149360657]",-7.5542134046554565,6.565223693847656,[0.0],True,118,8385,264
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,48,1,0,"[-1.7121329307556152, -0.4660765528678894]","[-1.7121329307556152, -0.4660765528678894]",-7.5542134046554565,6.308156967163086,[0.0],True,119,264,491
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,49,1,0,"[-1.7104469537734985, -0.5436311960220337]","[-1.7104469537734985, -0.5436311960220337]",-7.5542134046554565,6.387397766113281,[0.0],True,120,491,59056
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,50,1,0,"[-1.041644811630249, -0.32704904675483704]","[-1.041644811630249, -0.32704904675483704]",-7.5542134046554565,6.839617729187012,[0.0],True,121,59056,2193
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,51,1,0,"[-1.524219036102295, -0.6652148962020874]","[-1.524219036102295, -0.6652148962020874]",-7.5542134046554565,6.695209503173828,[0.0],True,122,2193,369
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,52,1,0,"[-1.2883557081222534, -0.5025500059127808]","[-1.2883557081222534, -0.5025500059127808]",-7.5542134046554565,6.768407821655273,[0.0],True,123,369,5802
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,53,1,0,"[-1.3130384683609009, -0.4090493619441986]","[-1.3130384683609009, -0.4090493619441986]",-7.5542134046554565,6.650224685668945,[0.0],True,124,5802,15749
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,54,1,0,"[-1.2797834873199463, -0.3833286464214325]","[-1.2797834873199463, -0.3833286464214325]",-7.5542134046554565,6.657758712768555,[0.0],True,125,15749,539
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,55,1,0,"[-1.4618548154830933, -0.4326099455356598]","[-1.4618548154830933, -0.4326099455356598]",-7.5542134046554565,6.52496862411499,[0.0],True,126,539,41052
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,56,1,0,"[-1.5582222938537598, -0.316632479429245]","[-1.5582222938537598, -0.316632479429245]",-7.5542134046554565,6.312623977661133,[0.0],True,127,41052,22005
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,57,1,0,"[-1.782160758972168, -0.32782554626464844]","[-1.782160758972168, -0.32782554626464844]",-7.5542134046554565,6.099878311157227,[0.0],True,128,22005,321
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,58,1,0,"[-1.9205652475357056, -0.7137708067893982]","[-1.9205652475357056, -0.7137708067893982]",-7.5542134046554565,6.347418785095215,[0.0],True,129,321,2478
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,59,1,0,"[-1.42167329788208, -0.5827186107635498]","[-1.42167329788208, -0.5827186107635498]",-7.5542134046554565,6.715258598327637,[0.0],True,130,2478,7697
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,60,1,0,"[-1.4067060947418213, -0.5485103726387024]","[-1.4067060947418213, -0.5485103726387024]",-7.5542134046554565,6.696017742156982,[0.0],True,131,7697,30246
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,61,1,0,"[-1.7258433103561401, -0.18019318580627441]","[-1.7258433103561401, -0.18019318580627441]",-7.5542134046554565,6.00856351852417,[0.0],True,132,30246,11
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,62,1,0,"[-1.6780307292938232, 0.028040774166584015]","[-1.6780307292938232, 0.028040774166584015]",-7.5542134046554565,5.848142147064209,[0.0],True,133,11,524
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,63,1,0,"[-1.3342808485031128, -0.004674367606639862]","[-1.3342808485031128, -0.004674367606639862]",-7.5542134046554565,6.224606990814209,[0.0],True,134,524,264
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,64,1,0,"[-1.6196012496948242, -0.276642769575119]","[-1.6196012496948242, -0.276642769575119]",-7.5542134046554565,6.211255073547363,[0.0],True,135,264,3050
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,65,1,0,"[-1.7871538400650024, -0.21489116549491882]","[-1.7871538400650024, -0.21489116549491882]",-7.5542134046554565,5.981950759887695,[0.0],True,136,3050,345
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,66,1,0,"[-1.548492431640625, -0.3838995099067688]","[-1.548492431640625, -0.3838995099067688]",-7.5542134046554565,6.389620780944824,[0.0],True,137,345,4887
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,67,1,0,"[-1.6150262355804443, -0.1551477462053299]","[-1.6150262355804443, -0.1551477462053299]",-7.5542134046554565,6.094335079193115,[0.0],True,138,4887,11823
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,68,1,0,"[-1.7035260200500488, -0.026613831520080566]","[-1.7035260200500488, -0.026613831520080566]",-7.5542134046554565,5.877301216125488,[0.0],True,139,11823,13
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,69,1,0,"[-1.4564145803451538, -0.007498592138290405]","[-1.4564145803451538, -0.007498592138290405]",-7.5542134046554565,6.105297565460205,[0.0],True,140,13,248046
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,70,1,0,"[-0.9094539284706116, -0.24047279357910156]","[-0.9094539284706116, -0.24047279357910156]",-7.5542134046554565,6.885232448577881,[0.0],True,141,248046,198
syco_bullshit_v2_sw_pnf_02,persistent_identity_minus,71,1,0,"[-2.1393518447875977, -0.49936649203300476]","[-2.1393518447875977, -0.49936649203300476]",-7.5542134046554565,5.914228439331055,[0.0],True,142,198,248044
syco_bullshit_v2_sw_pnf_02,persistent_minus,0,72,71,"[-1.484957218170166, 0.5203645825386047]","[-4.257821083068848, 3.2950987815856934]",-7.5542134046554565,0.0012936592102050781,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.379399061203003]",True,71,271,2665
syco_bullshit_v2_sw_pnf_02,persistent_minus,1,1,0,"[-1.1500300168991089, -0.19060105085372925]","[-4.447057723999023, 3.1054141521453857]",-7.5542134046554565,0.0017414093017578125,[4.016230583190918],True,72,2665,11
syco_bullshit_v2_sw_pnf_02,persistent_minus,2,1,0,"[-1.85128653049469, -0.10189232230186462]","[-4.755507946014404, 2.799023151397705]",-7.5542134046554565,0.00031757354736328125,[3.5362913608551025],True,73,11,3922
syco_bullshit_v2_sw_pnf_02,persistent_minus,3,1,0,"[-1.7525367736816406, -0.7047159075737]","[-5.004096031188965, 2.5492188930511475]",-7.5542134046554565,0.0008983612060546875,[3.962907552719116],True,74,3922,3295
syco_bullshit_v2_sw_pnf_02,persistent_minus,4,1,0,"[-1.7521201372146606, -0.45097625255584717]","[-4.8822550773620605, 2.674370050430298]",-7.5542134046554565,0.0024118423461914062,[3.81062388420105],True,75,3295,17690
syco_bullshit_v2_sw_pnf_02,persistent_minus,5,1,0,"[-1.0985876321792603, -0.2263413369655609]","[-4.442637920379639, 3.112546920776367]",-7.5542134046554565,0.0009713172912597656,[4.0710248947143555],True,76,17690,11524
syco_bullshit_v2_sw_pnf_02,persistent_minus,6,1,0,"[-1.3702980279922485, -0.3860824704170227]","[-4.651860237121582, 2.900127410888672]",-7.5542134046554565,0.0022258758544921875,[4.0008625984191895],True,77,11524,17775
syco_bullshit_v2_sw_pnf_02,persistent_minus,7,1,0,"[-1.2628182172775269, -0.39916375279426575]","[-4.612778186798096, 2.946467876434326]",-7.5542134046554565,0.005032539367675781,[4.078726768493652],True,78,17775,369
syco_bullshit_v2_sw_pnf_02,persistent_minus,8,1,0,"[-1.4699121713638306, -0.49828970432281494]","[-4.757757663726807, 2.7942190170288086]",-7.5542134046554565,0.0022368431091308594,[4.008522033691406],True,79,369,524
syco_bullshit_v2_sw_pnf_02,persistent_minus,9,1,0,"[-1.631922960281372, -0.49423325061798096]","[-4.8405303955078125, 2.7146506309509277]",-7.5542134046554565,0.0009675025939941406,[3.9092953205108643],True,80,524,264
syco_bullshit_v2_sw_pnf_02,persistent_minus,10,1,0,"[-1.408154845237732, -0.7258633375167847]","[-4.843070030212402, 2.7102015018463135]",-7.5542134046554565,0.000942230224609375,[4.185534954071045],True,81,264,5129
syco_bullshit_v2_sw_pnf_02,persistent_minus,11,1,0,"[-1.240408182144165, -0.5670473575592041]","[-4.680650234222412, 2.874023914337158]",-7.5542134046554565,0.00046062469482421875,[4.191829204559326],True,82,5129,35822
syco_bullshit_v2_sw_pnf_02,persistent_minus,12,1,0,"[-1.3110729455947876, -0.2490808665752411]","[-4.555609226226807, 2.996861457824707]",-7.5542134046554565,0.0017428398132324219,[3.9537787437438965],True,83,35822,364
syco_bullshit_v2_sw_pnf_02,persistent_minus,13,1,0,"[-1.7945889234542847, -0.8482195138931274]","[-5.094817161560059, 2.456847906112671]",-7.5542134046554565,0.0025482177734375,[4.023717403411865],True,84,364,25471
syco_bullshit_v2_sw_pnf_02,persistent_minus,14,1,0,"[-1.7196619510650635, -0.6203635931015015]","[-4.946147441864014, 2.6086089611053467]",-7.5542134046554565,0.0005426406860351562,[3.9324207305908203],True,85,25471,59056
syco_bullshit_v2_sw_pnf_02,persistent_minus,15,1,0,"[-1.4926947355270386, -0.3000504672527313]","[-4.668559551239014, 2.881491184234619]",-7.5542134046554565,0.004162788391113281,[3.8727264404296875],True,86,59056,36353
syco_bullshit_v2_sw_pnf_02,persistent_minus,16,1,0,"[-1.3784830570220947, -0.11898517608642578]","[-4.528227806091309, 3.0256080627441406]",-7.5542134046554565,0.000377655029296875,[3.834318161010742],True,87,36353,26
syco_bullshit_v2_sw_pnf_02,persistent_minus,17,1,0,"[-1.5941112041473389, 0.1717851459980011]","[-4.487936019897461, 3.0668952465057373]",-7.5542134046554565,0.00061798095703125,[3.5264244079589844],True,88,26,424
syco_bullshit_v2_sw_pnf_02,persistent_minus,18,1,0,"[-1.8711345195770264, -0.4703098237514496]","[-4.943652153015137, 2.6081438064575195]",-7.5542134046554565,0.0024175643920898438,[3.7469704151153564],True,89,424,369
syco_bullshit_v2_sw_pnf_02,persistent_minus,19,1,0,"[-1.4849046468734741, -0.3604384660720825]","[-4.703052520751953, 2.8531880378723145]",-7.5542134046554565,0.0020270347595214844,[3.9180400371551514],True,90,369,264
syco_bullshit_v2_sw_pnf_02,persistent_minus,20,1,0,"[-1.7415008544921875, -0.5808559060096741]","[-4.938810348510742, 2.616628646850586]",-7.5542134046554565,0.0012254714965820312,[3.8954591751098633],True,91,264,4618
syco_bullshit_v2_sw_pnf_02,persistent_minus,21,1,0,"[-1.5483349561691284, -0.4429958462715149]","[-4.772511959075928, 2.7816052436828613]",-7.5542134046554565,9.632110595703125e-05,[3.928354024887085],True,92,4618,9826
syco_bullshit_v2_sw_pnf_02,persistent_minus,22,1,0,"[-1.759143352508545, -0.22818000614643097]","[-4.7702155113220215, 2.7845873832702637]",-7.5542134046554565,0.0005893707275390625,[3.6695141792297363],True,93,9826,14334
syco_bullshit_v2_sw_pnf_02,persistent_minus,23,1,0,"[-1.9435487985610962, -0.36355599761009216]","[-4.930769920349121, 2.623600482940674]",-7.5542134046554565,0.00015687942504882812,[3.6393959522247314],True,94,14334,1429
syco_bullshit_v2_sw_pnf_02,persistent_minus,24,1,0,"[-1.7847964763641357, -0.6655061841011047]","[-5.001861572265625, 2.5522043704986572]",-7.5542134046554565,0.00014781951904296875,[3.9198219776153564],True,95,1429,310
syco_bullshit_v2_sw_pnf_02,persistent_minus,25,1,0,"[-2.079916000366211, -0.6729848980903625]","[-5.149538993835449, 2.4022228717803955]",-7.5542134046554565,0.0024518966674804688,[3.743215560913086],True,96,310,6420
syco_bullshit_v2_sw_pnf_02,persistent_minus,26,1,0,"[-1.8008798360824585, -0.685890257358551]","[-5.020204544067383, 2.5344913005828857]",-7.5542134046554565,0.0004825592041015625,[3.9228270053863525],True,97,6420,2393
syco_bullshit_v2_sw_pnf_02,persistent_minus,27,1,0,"[-2.0411300659179688, -0.33310529589653015]","[-4.966094493865967, 2.5892016887664795]",-7.5542134046554565,0.0010824203491210938,[3.5619685649871826],True,98,2393,23285
syco_bullshit_v2_sw_pnf_02,persistent_minus,28,1,0,"[-2.0368216037750244, -0.3998943865299225]","[-4.995875835418701, 2.558992624282837]",-7.5542134046554565,0.0006551742553710938,[3.6050171852111816],True,99,23285,7739
syco_bullshit_v2_sw_pnf_02,persistent_minus,29,1,0,"[-2.1092782020568848, -0.12047469615936279]","[-4.89058780670166, 2.661405086517334]",-7.5542134046554565,0.002220630645751953,[3.3889355659484863],True,100,7739,11
syco_bullshit_v2_sw_pnf_02,persistent_minus,30,1,0,"[-1.6362507343292236, -0.055066123604774475]","[-4.622523307800293, 2.9324164390563965]",-7.5542134046554565,0.0007262229919433594,[3.638993263244629],True,101,11,524
syco_bullshit_v2_sw_pnf_02,persistent_minus,31,1,0,"[-1.1733356714248657, -0.2541518211364746]","[-4.485393047332764, 3.0639069080352783]",-7.5542134046554565,0.004913330078125,[4.038852214813232],True,102,524,310
