scenario,condition,call,sequence_length,position_in_forward,coordinates_before,coordinates_after,target_gap,target_gap_error,all_position_patch_norms,next_block_input_exact,absolute_position,input_token_id,predicted_token_id,counterfactual_source_norm,random_actual_norm,rounding_error_norm,rounding_error_bound,actual_span_coordinates,actual_direction_cosine
syco_bullshit_v2_leg_pnf_01,random_17_minus,36,1,0,"[-1.4789819717407227, -0.4990963339805603]","[-1.4753270149230957, -0.49745628237724304]",-7.5542134046554565,6.576342582702637,[4.00249719619751],True,90,28299,20568,4.0027618408203125,4.00249719619751,0.024065813049674034,0.15896669030189514,"[[0.0036550424993038177, 0.0016400441527366638]]",0.9999819993972778
syco_bullshit_v2_leg_pnf_01,random_17_minus,37,1,0,"[-1.6210274696350098, -0.5122830271720886]","[-1.6178653240203857, -0.5119293928146362]",-7.5542134046554565,6.448277473449707,[3.9251739978790283],True,91,20568,279,3.926090955734253,3.9251739978790283,0.02332323044538498,0.15847553312778473,"[[0.003162035718560219, 0.0003536790609359741]]",0.9999823570251465
syco_bullshit_v2_leg_pnf_01,random_17_minus,38,1,0,"[-1.8649975061416626, -0.5038853883743286]","[-1.8631947040557861, -0.5031567215919495]",-7.5542134046554565,6.194175720214844,[3.7743687629699707],True,92,279,85945,3.7739062309265137,3.7743687629699707,0.019349735230207443,0.1464242935180664,"[[0.0018025562167167664, 0.0007286705076694489]]",0.9999867677688599
syco_bullshit_v2_leg_pnf_01,random_17_minus,39,1,0,"[-1.1530967950820923, -0.1394183486700058]","[-1.1494207382202148, -0.13704842329025269]",-7.5542134046554565,6.541841506958008,[3.982767343521118],True,93,85945,477,3.9827113151550293,3.982767343521118,0.023169687017798424,0.15621180832386017,"[[0.003676068037748337, 0.0023698434233665466]]",0.9999830722808838
syco_bullshit_v2_leg_pnf_01,random_17_minus,40,1,0,"[-1.8222137689590454, -0.34669071435928345]","[-1.820517897605896, -0.3468746840953827]",-7.5542134046554565,6.080570220947266,[3.7029166221618652],True,94,477,321,3.7024080753326416,3.7029166221618652,0.023677201941609383,0.15979954600334167,"[[0.0016957316547632217, -0.00018412992358207703]]",0.999979555606842
syco_bullshit_v2_leg_pnf_01,random_17_minus,41,1,0,"[-1.7504464387893677, -0.808363676071167]","[-1.7472054958343506, -0.8075973391532898]",-7.5542134046554565,6.61460542678833,[4.026330471038818],True,95,321,1968,4.025890827178955,4.026330471038818,0.024558745324611664,0.1584196239709854,"[[0.0032411012798547745, 0.0007661804556846619]]",0.9999814033508301
syco_bullshit_v2_leg_pnf_01,random_17_minus,42,1,0,"[-1.49149489402771, -0.5509854555130005]","[-1.4874277114868164, -0.5508726239204407]",-7.5542134046554565,6.617658615112305,[4.0258049964904785],True,96,1968,1618,4.026309967041016,4.0258049964904785,0.024714959785342216,0.16385750472545624,"[[0.004067257046699524, 0.00011304020881652832]]",0.999981164932251
syco_bullshit_v2_leg_pnf_01,random_17_minus,43,1,0,"[-1.9766294956207275, -0.6082112789154053]","[-1.9759297370910645, -0.6071985363960266]",-7.5542134046554565,6.185482025146484,[3.764860153198242],True,97,1618,279,3.765395402908325,3.764860153198242,0.020029615610837936,0.15488870441913605,"[[0.0006998889148235321, 0.001012749969959259]]",0.9999858736991882
syco_bullshit_v2_leg_pnf_01,random_17_minus,44,1,0,"[-2.0528576374053955, -0.33458441495895386]","[-2.05302095413208, -0.33405086398124695]",-7.5542134046554565,5.835243225097656,[3.556215763092041],True,98,279,3372,3.5560834407806396,3.556215763092041,0.01857229322195053,0.14552971720695496,"[[-0.00016343966126441956, 0.0005335025489330292]]",0.9999863505363464
syco_bullshit_v2_leg_pnf_01,random_17_minus,45,1,0,"[-1.554124355316162, -0.3710951805114746]","[-1.5513008832931519, -0.3705205023288727]",-7.5542134046554565,6.3734331130981445,[3.8805062770843506],True,99,3372,310,3.8810365200042725,3.8805062770843506,0.0249088853597641,0.16024990379810333,"[[0.002823440358042717, 0.0005747750401496887]]",0.9999794363975525
syco_bullshit_v2_leg_pnf_01,random_17_minus,46,1,0,"[-1.798989176750183, -0.6559908986091614]","[-1.7969697713851929, -0.6564121246337891]",-7.5542134046554565,6.413655757904053,[3.904757261276245],True,100,310,47699,3.905947208404541,3.904757261276245,0.021166250109672546,0.15361261367797852,"[[0.0020198188722133636, -0.00042135268449783325]]",0.9999853372573853
syco_bullshit_v2_leg_pnf_01,random_17_minus,47,1,0,"[-1.7668734788894653, -0.551220178604126]","[-1.7652297019958496, -0.5500311255455017]",-7.5542134046554565,6.339015007019043,[3.862265110015869],True,101,47699,279,3.8621275424957275,3.862265110015869,0.022071056067943573,0.15852679312229156,"[[0.0016440507024526596, 0.0011889152228832245]]",0.9999837279319763
syco_bullshit_v2_leg_pnf_01,random_17_minus,48,1,0,"[-1.5329304933547974, -0.5920823812484741]","[-1.5292720794677734, -0.5916174054145813]",-7.5542134046554565,6.616559028625488,[4.026325225830078],True,102,279,19342,4.0268073081970215,4.026325225830078,0.022675981745123863,0.15552952885627747,"[[0.003658333793282509, 0.00046503543853759766]]",0.9999841451644897
syco_bullshit_v2_leg_pnf_01,random_17_minus,49,1,0,"[-1.0762687921524048, -0.18652282655239105]","[-1.073350429534912, -0.1843651831150055]",-7.5542134046554565,6.665228366851807,[4.061835289001465],True,103,19342,5048,4.061436653137207,4.061835289001465,0.027076398953795433,0.1611243635416031,"[[0.0029185842722654343, 0.0021576620638370514]]",0.9999777674674988
syco_bullshit_v2_leg_pnf_01,random_17_minus,50,1,0,"[-1.697024941444397, -0.3039340376853943]","[-1.6945440769195557, -0.3041241765022278]",-7.5542134046554565,6.163793563842773,[3.7511680126190186],True,104,5048,35761,3.751250982284546,3.7511680126190186,0.023669680580496788,0.15552841126918793,"[[0.0024808254092931747, -0.00019016116857528687]]",0.999980092048645
syco_bullshit_v2_leg_pnf_01,random_17_minus,51,1,0,"[-1.5057752132415771, -0.42787250876426697]","[-1.504038691520691, -0.4267476797103882]",-7.5542134046554565,6.476922512054443,[3.944376230239868],True,105,35761,303,3.944831371307373,3.944376230239868,0.02469511330127716,0.16006316244602203,"[[0.0017365757375955582, 0.0011248961091041565]]",0.9999805092811584
syco_bullshit_v2_leg_pnf_01,random_17_minus,52,1,0,"[-1.8519576787948608, -0.6607939004898071]","[-1.8495179414749146, -0.6605792045593262]",-7.5542134046554565,6.365274906158447,[3.8759753704071045],True,106,303,678,3.8757684230804443,3.8759753704071045,0.02112734504044056,0.15426263213157654,"[[0.0024396125227212906, 0.0002145729959011078]]",0.9999851584434509
syco_bullshit_v2_leg_pnf_01,random_17_minus,53,1,0,"[-1.4867067337036133, -0.42625540494918823]","[-1.4843249320983887, -0.4236818552017212]",-7.5542134046554565,6.493570327758789,[3.9544498920440674],True,107,678,2100,3.9549336433410645,3.9544498920440674,0.022401202470064163,0.14853061735630035,"[[0.0023820362985134125, 0.002573557198047638]]",0.9999839663505554
syco_bullshit_v2_leg_pnf_01,random_17_minus,54,1,0,"[-1.5610264539718628, -0.6409768462181091]","[-1.5578824281692505, -0.6383809447288513]",-7.5542134046554565,6.634712219238281,[4.038758277893066],True,108,2100,579,4.039117336273193,4.038758277893066,0.023933013901114464,0.15576204657554626,"[[0.0031442344188690186, 0.0025958456099033356]]",0.999982476234436
syco_bullshit_v2_leg_pnf_01,random_17_minus,55,1,0,"[-1.9744696617126465, -0.6874967217445374]","[-1.972599744796753, -0.6874724626541138]",-7.5542134046554565,6.2690863609313965,[3.819197416305542],True,109,579,6577,3.8188037872314453,3.819197416305542,0.02108369767665863,0.15422458946704865,"[[0.0018696561455726624, 2.432987093925476e-05]]",0.9999847412109375
syco_bullshit_v2_leg_pnf_01,random_17_minus,56,1,0,"[-1.6419745683670044, -0.7501588463783264]","[-1.6384248733520508, -0.7485837936401367]",-7.5542134046554565,6.664372444152832,[4.060125827789307],True,110,6577,18967,4.060141086578369,4.060125827789307,0.024165378883481026,0.1608111411333084,"[[0.003549637272953987, 0.0015751123428344727]]",0.9999822974205017
syco_bullshit_v2_leg_pnf_01,random_17_minus,57,1,0,"[-1.449970006942749, -0.7144491672515869]","[-1.446310043334961, -0.7136862277984619]",-7.5542134046554565,6.821589469909668,[4.1519036293029785],True,111,18967,13,4.152207374572754,4.1519036293029785,0.027878910303115845,0.1651107519865036,"[[0.003659794107079506, 0.0007630139589309692]]",0.9999774694442749
syco_bullshit_v2_leg_pnf_01,random_17_minus,58,1,0,"[-1.4422935247421265, -0.4412054419517517]","[-1.4388688802719116, -0.4403334856033325]",-7.5542134046554565,6.555678367614746,[3.9916634559631348],True,112,13,248046,3.9928858280181885,3.9916634559631348,0.02307349629700184,0.14675907790660858,"[[0.0034245699644088745, 0.0008719451725482941]]",0.9999833106994629
syco_bullshit_v2_leg_pnf_01,random_17_minus,59,1,0,"[-0.886203408241272, -0.28418779373168945]","[-0.8859719634056091, -0.28396958112716675]",-7.5542134046554565,6.952211380004883,[4.234216213226318],True,113,248046,198,4.234893321990967,4.234216213226318,0.019286958500742912,0.13092799484729767,"[[0.0002315714955329895, 0.0002181902527809143]]",0.9999896287918091
syco_bullshit_v2_leg_pnf_01,random_17_minus,60,1,0,"[-1.717507004737854, -0.6223345398902893]","[-1.714726448059082, -0.6215750575065613]",-7.5542134046554565,6.461062431335449,[3.9337286949157715],True,114,198,248044,3.9342682361602783,3.9337286949157715,0.02001175656914711,0.14115355908870697,"[[0.0027809180319309235, 0.0007595904171466827]]",0.9999871253967285
syco_bullshit_v2_leg_pnf_01,random_23_minus,0,55,54,"[-1.0510940551757812, 0.2816615402698517]","[-1.0504788160324097, 0.2818690538406372]",-7.5542134046554565,6.221865653991699,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.7879245281219482]",True,54,271,760,3.788508653640747,3.7879245281219482,0.02046157605946064,0.14473530650138855,"[[0.0006153006106615067, 0.00020750798285007477]]",0.99998539686203
syco_bullshit_v2_leg_pnf_01,random_23_minus,1,1,0,"[-1.351455569267273, -0.4318118095397949]","[-1.3543384075164795, -0.4328119158744812]",-7.5542134046554565,6.632687091827393,[4.043467998504639],True,55,760,62966,4.043542861938477,4.043467998504639,0.022542491555213928,0.14473506808280945,"[[-0.002882758155465126, -0.0010001026093959808]]",0.9999843835830688
syco_bullshit_v2_leg_pnf_01,random_23_minus,2,1,0,"[-0.6737901568412781, -0.44049352407455444]","[-0.6728459596633911, -0.44041216373443604]",-7.5542134046554565,7.321779727935791,[4.459213733673096],True,56,62966,1220,4.45928955078125,4.459213733673096,0.023850809782743454,0.16883055865764618,"[[0.0009442884474992752, 8.136406540870667e-05]]",0.9999856948852539
syco_bullshit_v2_leg_pnf_01,random_23_minus,3,1,0,"[-1.0608139038085938, -0.2812788486480713]","[-1.0638455152511597, -0.2824046313762665]",-7.5542134046554565,6.772772789001465,[4.12809419631958],True,57,1220,40729,4.127614974975586,4.12809419631958,0.02469474822282791,0.1542910784482956,"[[-0.0030316058546304703, -0.0011258143931627274]]",0.9999821186065674
syco_bullshit_v2_leg_pnf_01,random_23_minus,4,1,0,"[-0.733013927936554, -0.1674043983221054]","[-0.7322494983673096, -0.16725823283195496]",-7.5542134046554565,6.989222526550293,[4.256039142608643],True,58,40729,55155,4.2557148933410645,4.256039142608643,0.02128615230321884,0.16075164079666138,"[[0.0007645627483725548, 0.00014621764421463013]]",0.9999876022338867
syco_bullshit_v2_leg_pnf_01,random_23_minus,5,1,0,"[-1.1975311040878296, 0.019392937421798706]","[-1.2021266222000122, 0.017965510487556458]",-7.5542134046554565,6.334121227264404,[3.861379384994507],True,59,55155,539,3.862217426300049,3.861379384994507,0.02566458471119404,0.15554089844226837,"[[-0.004595475271344185, -0.0014274828135967255]]",0.9999779462814331
syco_bullshit_v2_leg_pnf_01,random_23_minus,6,1,0,"[-1.0761239528656006, -0.5429669618606567]","[-1.0791125297546387, -0.5448882579803467]",-7.5542134046554565,7.019989013671875,[4.274120330810547],True,60,539,3050,4.274347305297852,4.274120330810547,0.02353000082075596,0.15802304446697235,"[[-0.0029887650161981583, -0.0019213370978832245]]",0.9999848008155823
syco_bullshit_v2_leg_pnf_01,random_23_minus,7,1,0,"[-1.1892062425613403, -0.3045171797275543]","[-1.1932893991470337, -0.3055361807346344]",-7.5542134046554565,6.666460037231445,[4.06381893157959],True,61,3050,6577,4.064267158508301,4.06381893157959,0.024685010313987732,0.15473835170269012,"[[-0.004083252511918545, -0.0010189935564994812]]",0.9999816417694092
syco_bullshit_v2_leg_pnf_01,random_23_minus,8,1,0,"[-0.8035342693328857, -0.36398327350616455]","[-0.8076626062393188, -0.36443981528282166]",-7.5542134046554565,7.110990524291992,[4.337179660797119],True,62,6577,9052,4.336373329162598,4.337179660797119,0.024218382313847542,0.16137726604938507,"[[-0.004128120839595795, -0.00045654550194740295]]",0.9999845027923584
syco_bullshit_v2_leg_pnf_01,random_23_minus,9,1,0,"[-1.3969523906707764, -0.6050289869308472]","[-1.3998245000839233, -0.6065469980239868]",-7.5542134046554565,6.7609357833862305,[4.1207499504089355],True,63,9052,523,4.120598316192627,4.1207499504089355,0.023784499615430832,0.16039614379405975,"[[-0.0028721652925014496, -0.0015180278569459915]]",0.9999833106994629
syco_bullshit_v2_leg_pnf_01,random_23_minus,10,1,0,"[-1.3939621448516846, -0.4708276689052582]","[-1.3977619409561157, -0.4712204337120056]",-7.5542134046554565,6.62767219543457,[4.041346073150635],True,64,523,11,4.041193008422852,4.041346073150635,0.023958932608366013,0.16194680333137512,"[[-0.0037998016923666, -0.0003927517682313919]]",0.9999823570251465
syco_bullshit_v2_leg_pnf_01,random_23_minus,11,1,0,"[-1.2080153226852417, -0.47646617889404297]","[-1.2116771936416626, -0.47746914625167847]",-7.5542134046554565,6.820005416870117,[4.155047416687012],True,65,11,3714,4.155385494232178,4.155047416687012,0.02355070784687996,0.1560976356267929,"[[-0.0036618486046791077, -0.0010028984397649765]]",0.9999839067459106
syco_bullshit_v2_leg_pnf_01,random_23_minus,12,1,0,"[-1.2574241161346436, -0.24545449018478394]","[-1.2612320184707642, -0.24634316563606262]",-7.5542134046554565,6.539324760437012,[3.9839842319488525],True,66,3714,23795,3.98371958732605,3.9839842319488525,0.025419311597943306,0.15517742931842804,"[[-0.0038078464567661285, -0.0008886121213436127]]",0.9999796152114868
syco_bullshit_v2_leg_pnf_01,random_23_minus,13,1,0,"[-1.347935438156128, -0.6679322123527527]","[-1.3510801792144775, -0.6679892539978027]",-7.5542134046554565,6.871122360229492,[4.187350273132324],True,67,23795,18967,4.187303066253662,4.187350273132324,0.02454143576323986,0.16350369155406952,"[[-0.0031447159126400948, -5.7134777307510376e-05]]",0.9999828338623047
syco_bullshit_v2_leg_pnf_01,random_23_minus,14,1,0,"[-1.4468632936477661, -0.6447647213935852]","[-1.4499485492706299, -0.646264910697937]",-7.5542134046554565,6.750529766082764,[4.113799095153809],True,68,18967,11,4.113781452178955,4.113799095153809,0.024404900148510933,0.16075272858142853,"[[-0.0030854903161525726, -0.0015003569424152374]]",0.9999823570251465
syco_bullshit_v2_leg_pnf_01,random_23_minus,15,1,0,"[-1.3368934392929077, -0.5405466556549072]","[-1.3395516872406006, -0.5414266586303711]",-7.5542134046554565,6.7560882568359375,[4.118508338928223],True,69,11,321,4.117811679840088,4.118508338928223,0.023715132847428322,0.15480802953243256,"[[-0.002658221870660782, -0.0008799377828836441]]",0.9999834299087524
syco_bullshit_v2_leg_pnf_01,random_23_minus,16,1,0,"[-1.5602691173553467, -0.4239588975906372]","[-1.563853144645691, -0.42417341470718384]",-7.5542134046554565,6.414533615112305,[3.910435438156128],True,70,321,12103,3.9098856449127197,3.910435438156128,0.023443298414349556,0.1486581712961197,"[[-0.0035837888717651367, -0.0002145729959011078]]",0.9999820590019226
syco_bullshit_v2_leg_pnf_01,random_23_minus,17,1,0,"[-1.758176565170288, -0.4167526364326477]","[-1.7624741792678833, -0.4177755117416382]",-7.5542134046554565,6.209514617919922,[3.785306453704834],True,71,12103,326,3.7852423191070557,3.785306453704834,0.02387138642370701,0.1511063575744629,"[[-0.004297683946788311, -0.0010226927697658539]]",0.999980092048645
syco_bullshit_v2_leg_pnf_01,random_23_minus,18,1,0,"[-1.655110478401184, -0.4311818480491638]","[-1.658720850944519, -0.43324369192123413]",-7.5542134046554565,6.328736305236816,[3.8553009033203125],True,72,326,62427,3.855611562728882,3.8553009033203125,0.023930460214614868,0.14983898401260376,"[[-0.003610498271882534, -0.002061847597360611]]",0.9999806880950928
syco_bullshit_v2_leg_pnf_01,random_23_minus,19,1,0,"[-1.7611196041107178, -0.5045886039733887]","[-1.7661290168762207, -0.5058225393295288]",-7.5542134046554565,6.293907165527344,[3.836036205291748],True,73,62427,12585,3.835907459259033,3.836036205291748,0.025673985481262207,0.16125701367855072,"[[-0.005009304732084274, -0.0012339688837528229]]",0.9999775886535645
syco_bullshit_v2_leg_pnf_01,random_23_minus,20,1,0,"[-1.9811210632324219, -0.6364114284515381]","[-1.9843629598617554, -0.6374993324279785]",-7.5542134046554565,6.20734977722168,[3.783024311065674],True,74,12585,22327,3.783060312271118,3.783024311065674,0.025253182277083397,0.15978600084781647,"[[-0.0032420288771390915, -0.0010879281908273697]]",0.999977707862854
syco_bullshit_v2_leg_pnf_01,random_23_minus,21,1,0,"[-1.3740341663360596, -0.6340763568878174]","[-1.3778893947601318, -0.6348381042480469]",-7.5542134046554565,6.811161994934082,[4.151212692260742],True,75,22327,310,4.150930404663086,4.151212692260742,0.02475736103951931,0.16570137441158295,"[[-0.003855101764202118, -0.0007617250084877014]]",0.9999822378158569
syco_bullshit_v2_leg_pnf_01,random_23_minus,22,1,0,"[-1.271339774131775, -0.6078163981437683]","[-1.2759062051773071, -0.6083057522773743]",-7.5542134046554565,6.886612892150879,[4.1966986656188965],True,76,310,28299,4.197019577026367,4.1966986656188965,0.02472730167210102,0.15845203399658203,"[[-0.004566529765725136, -0.0004892684519290924]]",0.9999827146530151
syco_bullshit_v2_leg_pnf_01,random_23_minus,23,1,0,"[-1.4564266204833984, -0.43402889370918274]","[-1.459954857826233, -0.4358207583427429]",-7.5542134046554565,6.530079364776611,[3.9775798320770264],True,77,28299,8443,3.9772486686706543,3.9775798320770264,0.025014536455273628,0.1600690335035324,"[[-0.003528272733092308, -0.001791851595044136]]",0.9999802708625793
syco_bullshit_v2_leg_pnf_01,random_23_minus,24,1,0,"[-1.8648951053619385, -0.4192643165588379]","[-1.8689607381820679, -0.42046618461608887]",-7.5542134046554565,6.105719089508057,[3.7191624641418457],True,78,8443,279,3.7197763919830322,3.7191624641418457,0.023949535563588142,0.15189479291439056,"[[-0.004065755754709244, -0.0012019257992506027]]",0.9999792575836182
syco_bullshit_v2_leg_pnf_01,random_23_minus,25,1,0,"[-1.668182373046875, -0.22589384019374847]","[-1.6718759536743164, -0.22787269949913025]",-7.5542134046554565,6.110210418701172,[3.7214949131011963],True,79,279,2100,3.7208809852600098,3.7214949131011963,0.022844679653644562,0.14325551688671112,"[[-0.003693428821861744, -0.001978810876607895]]",0.999981164932251
syco_bullshit_v2_leg_pnf_01,random_23_minus,26,1,0,"[-1.5959267616271973, -0.3221919536590576]","[-1.6001899242401123, -0.32332223653793335]",-7.5542134046554565,6.277345657348633,[3.8271310329437256],True,80,2100,579,3.8265538215637207,3.8271310329437256,0.02511458843946457,0.15500779449939728,"[[-0.0042627668008208275, -0.0011302325874567032]]",0.9999785423278809
syco_bullshit_v2_leg_pnf_01,random_23_minus,27,1,0,"[-1.8839000463485718, -0.3988763689994812]","[-1.8877710103988647, -0.4005555510520935]",-7.5542134046554565,6.06699800491333,[3.6967694759368896],True,81,579,19342,3.6964516639709473,3.6967694759368896,0.023457566276192665,0.15061376988887787,"[[-0.003870973363518715, -0.0016790404915809631]]",0.9999799132347107
syco_bullshit_v2_leg_pnf_01,random_23_minus,28,1,0,"[-1.3378957509994507, -0.09519852697849274]","[-1.3417701721191406, -0.0981951579451561]",-7.5542134046554565,6.310638427734375,[3.844761610031128],True,82,19342,14832,3.8447952270507812,3.844761610031128,0.02565300092101097,0.15948303043842316,"[[-0.003874288871884346, -0.0029966384172439575]]",0.9999777674674988
syco_bullshit_v2_leg_pnf_01,random_23_minus,29,1,0,"[-1.5357930660247803, -0.02666136622428894]","[-1.540055274963379, -0.028218336403369904]",-7.5542134046554565,6.042376518249512,[3.682676315307617],True,83,14832,13,3.681784152984619,3.682676315307617,0.025746334344148636,0.1584179848432541,"[[-0.004262229427695274, -0.001556912437081337]]",0.9999755620956421
syco_bullshit_v2_leg_pnf_01,random_23_minus,30,1,0,"[-0.8186008930206299, -0.1573803424835205]","[-0.8184574842453003, -0.15593698620796204]",-7.5542134046554565,6.891693115234375,[4.197459697723389],True,84,13,1061,4.1980085372924805,4.197459697723389,0.02231195755302906,0.1643061637878418,"[[0.00014340877532958984, 0.0014433078467845917]]",0.9999858736991882
syco_bullshit_v2_leg_pnf_01,random_23_minus,31,1,0,"[-1.3188855648040771, -0.535477876663208]","[-1.3215361833572388, -0.5370525121688843]",-7.5542134046554565,6.7697296142578125,[4.125467777252197],True,85,1061,15271,4.12542724609375,4.125467777252197,0.023276034742593765,0.1547151803970337,"[[-0.002650636248290539, -0.0015746038407087326]]",0.9999840259552002
syco_bullshit_v2_leg_pnf_01,random_23_minus,32,1,0,"[-1.194987416267395, -0.1270916759967804]","[-1.1988880634307861, -0.12903544306755066]",-7.5542134046554565,6.484360694885254,[3.951115369796753],True,86,15271,1231,3.950593948364258,3.951115369796753,0.025267338380217552,0.16308344900608063,"[[-0.0039007337763905525, -0.0019438285380601883]]",0.9999794960021973
syco_bullshit_v2_leg_pnf_01,random_23_minus,33,1,0,"[-1.8624274730682373, -0.5308767557144165]","[-1.8664741516113281, -0.5331037044525146]",-7.5542134046554565,6.220843315124512,[3.79207444190979],True,87,1231,5313,3.7919585704803467,3.79207444190979,0.02448226697742939,0.15511667728424072,"[[-0.004046467132866383, -0.0022269506007432938]]",0.9999791383743286
syco_bullshit_v2_leg_pnf_01,random_23_minus,34,1,0,"[-1.3628443479537964, -0.666196882724762]","[-1.3661941289901733, -0.6672711372375488]",-7.5542134046554565,6.855290412902832,[4.175821781158447],True,88,5313,24546,4.1761674880981445,4.175821781158447,0.025212345644831657,0.16272224485874176,"[[-0.0033496469259262085, -0.001074139028787613]]",0.999981701374054
syco_bullshit_v2_leg_pnf_01,random_23_minus,35,1,0,"[-1.1851201057434082, -0.43192946910858154]","[-1.1891411542892456, -0.4324684143066406]",-7.5542134046554565,6.797540664672852,[4.143996238708496],True,89,24546,279,4.143970489501953,4.143996238708496,0.02442256547510624,0.15606509149074554,"[[-0.004021197557449341, -0.0005389135330915451]]",0.9999826550483704
syco_bullshit_v2_leg_pnf_01,random_23_minus,36,1,0,"[-1.6185781955718994, -0.37016549706459045]","[-1.6234349012374878, -0.37068435549736023]",-7.5542134046554565,6.3014631271362305,[3.842742443084717],True,90,279,85945,3.842003107070923,3.842742443084717,0.022750845178961754,0.14521849155426025,"[[-0.004856678657233715, -0.0005189664661884308]]",0.9999824166297913
syco_bullshit_v2_leg_pnf_01,random_23_minus,37,1,0,"[-1.3122469186782837, 0.04331044852733612]","[-1.3158855438232422, 0.04148450866341591]",-7.5542134046554565,6.19684362411499,[3.776982307434082],True,91,85945,477,3.7766940593719482,3.776982307434082,0.024361176416277885,0.15347543358802795,"[[-0.003638666123151779, -0.0018259026110172272]]",0.9999791383743286
syco_bullshit_v2_leg_pnf_01,random_23_minus,38,1,0,"[-1.8494701385498047, -0.22831276059150696]","[-1.8532319068908691, -0.22936972975730896]",-7.5542134046554565,5.930351257324219,[3.61559796333313],True,92,477,23014,3.615459442138672,3.61559796333313,0.024438878521323204,0.1519678682088852,"[[-0.0037620794028043747, -0.001056905835866928]]",0.9999772310256958
syco_bullshit_v2_leg_pnf_01,random_23_minus,39,1,0,"[-1.562667965888977, -0.39059436321258545]","[-1.5664350986480713, -0.39234471321105957]",-7.5542134046554565,6.380123138427734,[3.8887765407562256],True,93,23014,22898,3.8889379501342773,3.8887765407562256,0.02579762600362301,0.15683318674564362,"[[-0.003766973502933979, -0.001750301569700241]]",0.9999779462814331
syco_bullshit_v2_leg_pnf_01,random_23_minus,40,1,0,"[-1.594956398010254, -0.45299121737480164]","[-1.5986202955245972, -0.45518702268600464]",-7.5542134046554565,6.41077995300293,[3.90635347366333],True,94,22898,8798,3.9067065715789795,3.90635347366333,0.025296835228800774,0.15801072120666504,"[[-0.0036636460572481155, -0.0021958332508802414]]",0.9999790191650391
syco_bullshit_v2_leg_pnf_01,random_23_minus,41,1,0,"[-1.7438405752182007, -0.3183731436729431]","[-1.7483620643615723, -0.31855061650276184]",-7.5542134046554565,6.124402046203613,[3.7319746017456055],True,95,8798,279,3.7322471141815186,3.7319746017456055,0.0250240508466959,0.15144000947475433,"[[-0.004521524533629417, -0.0001775342971086502]]",0.9999775886535645
syco_bullshit_v2_leg_pnf_01,random_23_minus,42,1,0,"[-1.8934736251831055, -0.37483859062194824]","[-1.8985004425048828, -0.37593790888786316]",-7.5542134046554565,6.031651020050049,[3.6763927936553955],True,96,279,3558,3.6762452125549316,3.6763927936553955,0.02238631807267666,0.14394806325435638,"[[-0.005026781931519508, -0.0010994542390108109]]",0.9999814033508301
syco_bullshit_v2_leg_pnf_01,random_23_minus,43,1,0,"[-1.6806124448776245, -0.2379860281944275]","[-1.683968186378479, -0.2391354888677597]",-7.5542134046554565,6.109380722045898,[3.720581531524658],True,97,3558,6577,3.720317840576172,3.720581531524658,0.024455662816762924,0.1563299298286438,"[[-0.0033556120470166206, -0.0011493545025587082]]",0.9999784231185913
syco_bullshit_v2_leg_pnf_01,random_23_minus,44,1,0,"[-1.9091012477874756, -0.562922477722168]","[-1.9134258031845093, -0.5636629462242126]",-7.5542134046554565,6.204450607299805,[3.7828047275543213],True,98,6577,18948,3.7831099033355713,3.7828047275543213,0.02423851191997528,0.1564725637435913,"[[-0.004324508830904961, -0.0007405206561088562]]",0.9999794960021973
syco_bullshit_v2_leg_pnf_01,random_23_minus,45,1,0,"[-1.4777568578720093, -0.4159565567970276]","[-1.4805779457092285, -0.41845840215682983]",-7.5542134046554565,6.492094039916992,[3.9544389247894287],True,99,18948,321,3.954263925552368,3.9544389247894287,0.026087382808327675,0.1666337102651596,"[[-0.002821149304509163, -0.0025019217282533646]]",0.999978244304657
syco_bullshit_v2_leg_pnf_01,random_23_minus,46,1,0,"[-1.8602323532104492, -0.5849971175193787]","[-1.8637419939041138, -0.5865627527236938]",-7.5542134046554565,6.277034282684326,[3.8253893852233887],True,100,321,12585,3.825233221054077,3.8253893852233887,0.024391407147049904,0.15190327167510986,"[[-0.003509647212922573, -0.0015656258910894394]]",0.9999796748161316
syco_bullshit_v2_leg_pnf_01,random_23_minus,47,1,0,"[-2.0544421672821045, -0.6937101483345032]","[-2.0583746433258057, -0.6948227286338806]",-7.5542134046554565,6.190661430358887,[3.7739312648773193],True,101,12585,19342,3.774381637573242,3.7739312648773193,0.02454986795783043,0.15904514491558075,"[[-0.0039328839629888535, -0.0011125635355710983]]",0.9999788999557495
